date,precipitation_sum,rain_sum,precipitation_hours,temperature_2m_mean,temperature_2m_max,temperature_2m_min,vapour_pressure_deficit_max,cloudcover_mean,shortwave_radiation_sum,sunshine_duration,wind_speed_10m_max,wind_direction_10m_dominant,pressure_msl_mean,soil_moisture_0_to_7cm_mean,soil_moisture_7_to_28cm_mean,weathercode
2000-01-01,0.0,0.0,0.0,17.6,20.4,15.6,1.14,98,18.88,31697.31,20.3,187,1013.6,0.147,0.117,3
2000-01-02,2.8,2.8,16.0,17.7,19.7,15.8,0.52,77,16.49,39756.94,15.5,155,1018.0,0.184,0.117,51
2000-01-03,0.1,0.1,1.0,20.0,24.2,15.2,1.41,37,27.48,50400.0,18.7,50,1016.6,0.176,0.119,51
2000-01-04,2.2,2.2,2.0,23.1,28.3,18.6,1.95,51,24.26,47546.3,21.3,323,1008.9,0.158,0.118,61
2000-01-05,0.0,0.0,0.0,19.4,23.1,16.5,1.66,34,27.91,50400.0,15.6,191,1010.7,0.141,0.116,3
2000-01-06,0.0,0.0,0.0,18.4,21.6,15.8,1.43,36,29.21,50400.0,19.6,184,1013.5,0.117,0.114,3
2000-01-07,0.0,0.0,0.0,18.0,20.2,16.0,0.95,58,19.3,42483.88,26.3,190,1016.1,0.103,0.112,3
2000-01-08,0.8,0.8,4.0,18.5,20.6,16.5,0.72,69,20.51,47085.52,15.6,163,1018.9,0.114,0.111,51
2000-01-09,1.4,1.4,8.0,19.1,21.6,16.5,1.06,69,22.04,46179.88,13.6,111,1017.6,0.12,0.11,51
2000-01-10,0.3,0.3,3.0,19.5,22.6,16.0,1.23,73,25.25,50400.0,16.2,106,1017.4,0.11,0.108,51
2000-01-11,1.9,1.9,10.0,19.2,21.5,16.9,1.13,87,20.46,50400.0,17.9,136,1019.8,0.107,0.106,51
2000-01-12,3.2,3.2,9.0,19.5,21.8,17.1,1.11,56,23.63,46670.83,20.7,144,1021.5,0.121,0.105,53
2000-01-13,1.9,1.9,10.0,19.5,21.5,17.5,1.0,53,20.77,50095.66,16.9,141,1020.1,0.125,0.104,51
2000-01-14,1.7,1.7,9.0,20.3,23.1,17.5,1.21,59,23.38,38823.83,15.3,129,1018.1,0.125,0.103,51
2000-01-15,0.9,0.9,5.0,20.9,23.7,17.6,0.95,48,25.46,50185.59,14.8,73,1016.3,0.119,0.102,51
2000-01-16,0.0,0.0,0.0,21.8,26.7,16.4,1.7,85,23.35,31820.55,13.3,40,1013.5,0.107,0.1,3
2000-01-17,4.7,4.7,8.0,20.5,21.6,19.1,0.86,95,10.68,13427.66,16.9,134,1016.2,0.157,0.1,63
2000-01-18,0.0,0.0,0.0,20.5,23.6,18.0,1.31,62,25.45,44386.7,19.4,67,1016.0,0.162,0.102,3
2000-01-19,1.4,1.4,1.0,24.3,33.0,19.1,2.99,53,27.9,49961.62,26.1,229,1004.4,0.135,0.1,61
2000-01-20,0.0,0.0,0.0,24.8,31.5,17.9,2.79,1,31.62,49905.66,15.1,281,1002.0,0.111,0.098,0
2000-01-21,0.0,0.0,0.0,23.8,28.8,19.1,2.56,1,32.48,49848.89,13.4,212,1002.6,0.09,0.096,0
2000-01-22,0.0,0.0,0.0,20.0,23.3,17.9,1.72,50,28.2,46589.1,22.9,151,1006.3,0.087,0.094,3
2000-01-23,0.4,0.4,2.0,17.5,19.2,15.1,1.22,32,29.75,49733.27,22.2,168,1011.9,0.093,0.093,51
2000-01-24,0.3,0.3,3.0,17.9,20.0,16.0,1.23,94,15.53,28943.51,15.5,156,1019.9,0.088,0.091,51
2000-01-25,0.1,0.1,1.0,19.3,22.1,16.6,1.23,96,13.27,14953.86,13.0,55,1017.8,0.086,0.091,51
2000-01-26,17.4,17.4,14.0,20.4,23.2,18.6,0.79,95,8.25,18256.21,11.9,13,1010.4,0.13,0.09,63
2000-01-27,20.8,20.8,18.0,21.3,23.5,19.8,0.72,94,13.42,20707.32,21.6,161,1003.4,0.274,0.165,63
2000-01-28,0.4,0.4,2.0,20.7,23.4,18.6,1.15,61,21.37,47212.07,15.2,194,1007.4,0.219,0.186,51
2000-01-29,0.0,0.0,0.0,19.6,21.6,18.1,1.11,40,24.46,49297.79,15.9,165,1012.6,0.186,0.182,3
2000-01-30,0.3,0.3,1.0,19.1,21.2,15.8,1.07,59,16.22,35342.76,15.8,149,1017.8,0.167,0.177,51
2000-01-31,0.1,0.1,1.0,20.2,22.3,17.6,1.03,81,15.55,30952.91,16.1,54,1017.6,0.154,0.173,51
2000-02-01,0.1,0.1,1.0,20.8,23.0,18.4,1.08,42,19.29,42319.91,16.6,78,1020.0,0.156,0.169,51
2000-02-02,0.0,0.0,0.0,21.8,25.0,18.4,1.4,30,28.85,47729.52,17.1,37,1023.6,0.142,0.164,3
2000-02-03,0.0,0.0,0.0,21.9,25.9,18.3,1.71,2,30.95,48585.88,16.7,42,1021.6,0.123,0.158,0
2000-02-04,0.0,0.0,0.0,23.2,27.7,19.3,1.57,1,30.13,48564.02,16.9,46,1016.9,0.107,0.152,0
2000-02-05,0.0,0.0,0.0,25.6,32.2,20.2,2.89,1,29.97,48250.21,10.1,20,1012.9,0.094,0.146,0
2000-02-06,0.2,0.2,1.0,21.8,22.9,20.9,1.08,95,13.87,27496.59,24.8,164,1023.5,0.086,0.141,51
2000-02-07,0.5,0.5,3.0,23.2,26.1,21.1,1.29,49,23.21,46463.73,18.8,57,1025.7,0.088,0.137,51
2000-02-08,0.0,0.0,0.0,23.5,27.1,20.4,1.55,11,29.75,47307.29,20.9,40,1022.8,0.083,0.133,2
2000-02-09,0.0,0.0,0.0,24.6,29.5,20.4,1.86,21,28.63,46991.81,16.1,46,1018.2,0.076,0.129,2
2000-02-10,0.0,0.0,0.0,24.3,28.1,21.1,1.44,1,28.79,47251.38,21.9,55,1014.8,0.071,0.124,0
2000-02-11,0.0,0.0,0.0,25.7,31.3,20.7,2.78,44,29.04,46286.26,23.0,29,1010.5,0.066,0.12,3
2000-02-12,7.2,7.2,9.0,22.2,23.9,19.7,0.71,100,6.88,36.18,24.3,175,1011.5,0.082,0.117,61
2000-02-13,0.1,0.1,1.0,19.5,20.6,18.3,1.13,94,14.46,30956.01,25.8,157,1021.4,0.168,0.116,51
2000-02-14,0.8,0.8,5.0,18.8,20.1,17.8,1.06,86,15.18,39633.09,20.1,143,1022.5,0.152,0.116,51
2000-02-15,1.0,1.0,6.0,19.5,21.3,17.4,0.97,68,15.77,37109.94,11.4,150,1018.8,0.149,0.115,51
2000-02-16,0.0,0.0,0.0,20.7,24.4,15.5,1.36,5,27.04,45905.02,17.4,44,1017.1,0.135,0.114,1
2000-02-17,0.0,0.0,0.0,21.7,25.2,17.8,1.49,2,28.47,45867.7,16.9,51,1019.4,0.115,0.111,0
2000-02-18,0.0,0.0,0.0,21.8,25.4,17.8,1.63,29,26.37,45685.68,15.5,52,1019.9,0.098,0.108,3
2000-02-19,0.0,0.0,0.0,22.3,25.9,18.5,1.57,10,28.56,45619.91,19.5,43,1014.6,0.086,0.106,2
2000-02-20,0.0,0.0,0.0,23.8,29.2,19.3,2.22,94,24.02,41399.64,12.4,32,1009.5,0.077,0.103,3
2000-02-21,0.0,0.0,0.0,23.0,25.7,20.4,1.39,96,23.73,41157.31,20.3,92,1014.0,0.071,0.101,3
2000-02-22,1.1,1.1,3.0,22.6,24.6,21.5,1.23,98,13.55,19949.75,25.5,48,1014.9,0.071,0.099,53
2000-02-23,0.0,0.0,0.0,23.1,26.6,21.0,1.5,51,20.62,39549.13,20.4,48,1015.2,0.073,0.098,3
2000-02-24,0.0,0.0,0.0,22.9,26.1,20.5,1.29,23,23.05,45247.34,18.6,87,1019.3,0.068,0.096,2
2000-02-25,0.4,0.4,3.0,22.3,25.5,19.4,1.25,22,23.78,44997.89,18.4,66,1019.5,0.067,0.094,51
2000-02-26,0.0,0.0,0.0,22.9,26.8,19.1,1.51,12,25.23,44189.56,15.1,52,1016.4,0.064,0.092,2
2000-02-27,0.0,0.0,0.0,21.0,21.8,20.6,0.77,96,8.22,1233.57,19.8,165,1021.9,0.067,0.091,3
2000-02-28,0.1,0.1,1.0,22.0,24.7,19.8,1.15,68,18.62,41584.45,14.2,107,1022.4,0.069,0.09,51
2000-02-29,1.5,1.5,8.0,21.3,23.6,18.9,0.74,78,15.94,33743.38,14.0,84,1021.0,0.074,0.089,51
2000-03-01,1.6,1.6,9.0,21.4,23.6,19.0,1.32,43,20.36,42370.54,12.4,99,1020.6,0.094,0.089,51
2000-03-02,0.0,0.0,0.0,21.3,25.6,15.9,1.47,31,25.74,44080.18,17.1,36,1019.6,0.086,0.087,3
2000-03-03,0.0,0.0,0.0,22.9,27.2,19.2,1.79,1,25.46,43838.04,18.4,40,1016.5,0.076,0.086,0
2000-03-04,2.2,2.2,3.0,20.8,22.4,19.5,0.65,67,9.24,16029.46,23.1,179,1015.9,0.079,0.085,55
2000-03-05,5.0,5.0,14.0,20.9,25.0,18.5,1.2,100,14.83,22746.83,9.0,314,1014.0,0.123,0.084,53
2000-03-06,16.0,16.0,18.0,19.8,21.0,19.1,0.44,98,4.41,0.0,19.5,192,1016.5,0.226,0.095,63
2000-03-07,4.2,4.2,13.0,19.9,20.7,18.4,0.8,90,9.76,10955.09,22.0,165,1020.6,0.237,0.149,53
2000-03-08,33.6,33.6,24.0,18.3,18.7,18.0,0.36,100,5.12,1309.3,29.6,165,1020.8,0.301,0.203,61
2000-03-09,7.9,7.9,5.0,21.4,25.2,18.4,1.27,80,18.14,37176.11,26.4,297,1017.0,0.303,0.295,63
2000-03-10,3.9,3.9,17.0,21.8,23.1,20.0,0.74,100,4.88,0.0,11.4,4,1018.0,0.272,0.269,53
2000-03-11,13.8,13.8,14.0,21.5,24.6,19.4,0.92,85,12.56,35558.57,8.4,35,1015.1,0.305,0.284,63
2000-03-12,2.1,2.1,10.0,21.8,23.4,19.9,0.63,79,8.86,24515.73,13.4,114,1015.4,0.269,0.272,51
2000-03-13,0.0,0.0,0.0,21.8,23.4,20.7,0.85,84,10.54,29344.86,13.1,58,1017.5,0.248,0.256,3
2000-03-14,1.7,1.7,2.0,22.8,27.8,20.7,1.17,54,20.31,42720.36,19.8,167,1014.3,0.239,0.243,61
2000-03-15,0.1,0.1,1.0,20.8,22.2,19.8,0.76,100,7.2,495.75,14.1,150,1019.2,0.24,0.236,51
2000-03-16,0.3,0.3,3.0,22.5,24.7,20.5,0.62,86,13.24,38861.22,13.2,48,1018.2,0.227,0.23,51
2000-03-17,0.0,0.0,0.0,23.2,25.6,22.0,0.74,55,16.31,36995.61,13.3,51,1018.5,0.213,0.224,3
2000-03-18,0.0,0.0,0.0,23.8,27.1,21.2,0.84,57,21.07,43153.63,11.1,35,1016.7,0.196,0.216,3
2000-03-19,2.2,2.2,5.0,22.4,24.5,20.8,0.72,95,13.26,30096.88,13.7,142,1018.1,0.189,0.208,53
2000-03-20,17.3,17.3,15.0,20.7,23.4,18.7,0.41,89,7.37,18839.29,20.1,181,1016.8,0.251,0.214,63
2000-03-21,15.5,15.5,20.0,18.8,19.1,18.4,0.7,100,3.19,0.0,17.9,147,1022.8,0.301,0.262,61
2000-03-22,19.2,19.2,19.0,18.9,20.2,17.8,0.85,99,4.05,0.0,19.0,120,1019.0,0.302,0.282,63
2000-03-23,3.9,3.9,4.0,18.8,22.4,17.2,0.82,89,12.2,28852.45,25.7,185,1014.2,0.294,0.288,61
2000-03-24,0.0,0.0,0.0,17.7,18.9,16.6,0.85,84,11.27,25880.98,19.6,193,1021.8,0.266,0.273,3
2000-03-25,0.4,0.4,3.0,18.3,20.1,16.5,0.77,75,10.77,29717.45,13.1,189,1021.3,0.252,0.259,51
2000-03-26,0.0,0.0,0.0,18.7,22.0,15.4,0.98,37,18.0,42460.01,10.1,111,1018.5,0.236,0.248,2
2000-03-27,0.0,0.0,0.0,19.3,22.5,15.6,1.09,40,17.57,42332.7,12.2,25,1016.2,0.221,0.238,3
2000-03-28,0.0,0.0,0.0,21.0,25.6,16.5,1.23,35,19.51,42205.49,8.7,322,1014.0,0.207,0.229,3
2000-03-29,0.9,0.9,4.0,20.6,21.8,19.4,0.9,51,14.37,42078.44,17.2,147,1017.9,0.201,0.221,51
2000-03-30,0.0,0.0,0.0,20.6,22.7,18.3,0.88,61,11.78,36502.77,16.4,34,1018.2,0.199,0.216,3
2000-03-31,0.0,0.0,0.0,21.1,25.3,17.1,1.39,25,20.3,40170.36,9.9,2,1014.3,0.189,0.21,3
2000-04-01,5.7,5.7,7.0,20.2,24.2,16.9,1.54,90,14.67,35318.92,9.1,218,1017.7,0.181,0.204,61
2000-04-02,32.2,32.2,17.0,19.5,20.1,18.5,0.4,86,2.86,0.0,9.5,208,1021.4,0.301,0.25,63
2000-04-03,0.0,0.0,0.0,21.3,25.8,17.1,1.08,40,18.21,41448.57,11.2,344,1016.7,0.269,0.277,3
2000-04-04,4.3,4.3,9.0,20.6,21.8,19.3,0.59,74,7.97,23428.52,15.8,153,1016.4,0.254,0.261,61
2000-04-05,22.7,22.7,19.0,19.7,23.2,16.0,0.77,81,9.7,21723.18,25.7,216,1010.1,0.328,0.302,63
2000-04-06,0.8,0.8,5.0,18.1,19.4,17.3,0.94,56,13.46,39075.57,27.2,168,1022.2,0.291,0.297,51
2000-04-07,0.2,0.2,1.0,18.1,20.2,16.0,1.11,64,12.96,39968.99,9.6,160,1027.2,0.263,0.276,51
2000-04-08,0.0,0.0,0.0,18.1,20.0,15.3,1.06,95,9.38,30458.58,11.0,136,1026.2,0.247,0.262,3
2000-04-09,0.1,0.1,1.0,19.1,21.2,16.5,0.87,32,14.82,39559.32,10.6,53,1024.5,0.237,0.253,51
2000-04-10,0.0,0.0,0.0,18.6,22.1,14.1,0.96,29,17.25,38216.19,11.4,180,1027.1,0.227,0.244,2
2000-04-11,0.5,0.5,2.0,18.5,21.5,15.3,0.96,36,15.0,40011.11,10.7,178,1028.3,0.218,0.236,51
2000-04-12,0.5,0.5,3.0,18.4,20.7,14.5,0.85,99,11.48,22616.85,7.9,97,1026.2,0.212,0.23,51
2000-04-13,0.0,0.0,0.0,19.3,22.0,15.9,0.97,73,13.98,37566.89,11.8,31,1021.2,0.206,0.225,3
2000-04-14,2.9,2.9,3.0,20.3,24.2,16.5,1.2,71,14.22,37171.5,14.0,354,1015.8,0.197,0.219,61
2000-04-15,1.4,1.4,5.0,20.3,23.8,17.6,1.21,36,15.93,37128.9,12.9,311,1013.9,0.218,0.215,53
2000-04-16,13.8,13.8,6.0,20.1,24.7,16.6,1.04,79,12.75,30093.22,8.2,308,1011.8,0.22,0.213,63
2000-04-17,2.8,2.8,4.0,18.5,21.4,15.6,1.12,16,18.04,39132.93,12.5,220,1014.6,0.272,0.253,61
2000-04-18,0.2,0.2,2.0,17.2,20.1,14.8,1.24,47,13.58,38065.8,9.3,219,1018.4,0.241,0.249,51
2000-04-19,0.2,0.2,1.0,16.3,18.2,14.5,0.73,34,13.2,37674.89,11.9,203,1017.8,0.244,0.244,51
2000-04-20,0.0,0.0,0.0,16.5,20.1,13.1,1.18,24,14.87,36975.03,7.8,283,1018.1,0.238,0.241,2
2000-04-21,0.0,0.0,0.0,16.8,21.3,12.5,1.53,17,15.49,38090.88,15.0,260,1017.0,0.221,0.235,3
2000-04-22,0.0,0.0,0.0,14.9,16.6,13.3,0.86,26,14.78,37603.46,17.3,197,1022.7,0.213,0.229,3
2000-04-23,0.0,0.0,0.0,14.8,17.4,12.2,1.05,62,16.41,36394.84,9.7,215,1026.4,0.2,0.223,3
2000-04-24,0.0,0.0,0.0,15.6,18.4,12.7,0.76,8,15.14,37416.74,14.6,202,1029.3,0.192,0.217,1
2000-04-25,0.0,0.0,0.0,16.5,17.9,15.5,0.84,74,6.31,10975.69,19.7,200,1032.4,0.189,0.213,3
2000-04-26,0.2,0.2,2.0,17.7,19.5,16.1,0.76,57,8.04,28949.27,13.3,167,1032.5,0.197,0.21,51
2000-04-27,0.5,0.5,3.0,18.0,20.3,15.6,0.92,38,11.4,36288.7,12.5,120,1030.5,0.203,0.208,51
2000-04-28,0.3,0.3,3.0,18.0,20.5,15.4,0.98,54,9.45,26939.5,12.1,61,1027.7,0.203,0.206,51
2000-04-29,0.3,0.3,3.0,18.4,21.2,15.6,0.74,30,10.81,36046.83,16.3,23,1023.5,0.199,0.204,51
2000-04-30,0.0,0.0,0.0,18.9,22.6,15.3,0.96,5,15.01,36655.97,12.2,15,1018.3,0.189,0.202,1
2000-05-01,2.6,2.6,11.0,18.4,20.9,14.8,0.53,53,11.75,32988.52,15.3,164,1022.7,0.19,0.199,51
2000-05-02,1.5,1.5,8.0,18.9,20.6,16.6,0.48,67,7.69,27693.89,11.2,140,1025.1,0.217,0.2,53
2000-05-03,4.2,4.2,13.0,19.5,20.5,18.4,0.44,94,5.27,2800.15,9.2,78,1021.7,0.228,0.203,53
2000-05-04,11.6,11.6,19.0,18.7,20.3,17.4,0.58,94,4.55,4392.78,11.6,14,1015.2,0.251,0.211,61
2000-05-05,32.7,32.7,23.0,18.4,19.4,17.6,0.29,94,3.22,1581.53,13.3,1,1012.2,0.326,0.274,63
2000-05-06,0.0,0.0,0.0,17.0,20.6,14.1,1.25,51,11.49,34127.56,20.0,241,1016.7,0.291,0.304,3
2000-05-07,0.0,0.0,0.0,16.3,18.3,14.7,0.85,34,12.69,36000.0,12.6,189,1027.2,0.262,0.278,3
2000-05-08,0.0,0.0,0.0,15.6,18.4,11.9,0.9,24,11.04,36000.0,8.7,317,1028.3,0.25,0.265,3
2000-05-09,0.0,0.0,0.0,15.3,19.1,11.1,1.05,29,14.23,36000.0,10.3,217,1026.7,0.239,0.255,3
2000-05-10,1.6,1.6,7.0,15.6,17.3,14.2,0.56,38,9.73,36000.0,15.1,196,1028.3,0.239,0.248,51
2000-05-11,0.0,0.0,0.0,15.8,18.2,14.0,0.6,31,9.97,36000.0,9.2,204,1025.3,0.238,0.244,2
2000-05-12,0.0,0.0,0.0,15.1,18.6,11.9,0.68,31,11.78,36000.0,11.9,358,1020.6,0.229,0.24,3
2000-05-13,0.0,0.0,0.0,16.8,21.9,12.4,1.32,7,13.94,35983.92,16.4,337,1014.2,0.219,0.235,1
2000-05-14,0.0,0.0,0.0,16.5,19.2,13.4,1.3,10,13.49,35939.0,18.7,291,1013.1,0.206,0.228,2
2000-05-15,0.0,0.0,0.0,13.7,17.2,11.0,1.03,8,13.12,35895.61,9.3,234,1021.5,0.195,0.222,2
2000-05-16,0.1,0.1,1.0,13.5,16.3,10.7,0.47,28,10.29,35853.81,7.3,231,1025.8,0.197,0.217,51
2000-05-17,0.0,0.0,0.0,13.8,17.7,9.9,1.05,19,13.18,35813.66,18.1,212,1027.4,0.195,0.214,3
2000-05-18,0.0,0.0,0.0,14.3,16.9,12.1,0.84,10,12.58,35775.21,10.1,279,1031.8,0.187,0.21,1
2000-05-19,0.0,0.0,0.0,13.1,18.0,9.3,0.96,1,13.52,35738.29,8.5,336,1027.4,0.182,0.206,0
2000-05-20,0.0,0.0,0.0,12.5,18.4,7.1,1.12,0,13.63,35702.86,12.1,257,1022.5,0.177,0.203,0
2000-05-21,0.0,0.0,0.0,13.7,16.7,10.3,0.85,57,8.4,28468.89,13.7,216,1027.9,0.178,0.2,3
2000-05-22,0.0,0.0,0.0,12.9,17.8,8.7,0.87,0,13.22,35636.39,8.4,320,1027.0,0.174,0.197,0
2000-05-23,0.0,0.0,0.0,12.7,17.2,8.0,0.81,77,12.52,34249.28,9.2,353,1024.6,0.17,0.194,3
2000-05-24,0.0,0.0,0.0,14.5,19.2,9.6,1.04,50,11.59,35575.82,9.1,355,1018.6,0.165,0.192,3
2000-05-25,2.7,2.7,7.0,14.7,17.1,12.0,0.39,49,5.36,21703.12,10.1,331,1013.7,0.175,0.19,53
2000-05-26,0.0,0.0,0.0,14.2,18.1,10.5,1.0,18,12.65,35521.12,12.0,308,1009.3,0.182,0.19,3
2000-05-27,0.0,0.0,0.0,13.0,17.2,9.3,1.03,11,11.87,35495.98,27.6,315,1006.7,0.171,0.188,3
2000-05-28,0.0,0.0,0.0,9.5,12.6,7.7,0.89,7,12.54,35472.31,26.4,293,1008.5,0.16,0.185,2
2000-05-29,0.0,0.0,0.0,9.4,11.9,7.4,0.75,1,12.62,35450.11,25.3,276,1010.8,0.151,0.183,0
2000-05-30,0.0,0.0,0.0,9.9,12.5,8.6,0.84,35,11.26,35429.38,23.8,272,1010.9,0.145,0.181,3
2000-05-31,0.0,0.0,0.0,11.2,14.5,9.3,0.91,18,12.21,35410.12,20.3,253,1012.5,0.138,0.178,3
2000-06-01,0.0,0.0,0.0,12.0,15.4,10.0,1.03,4,12.37,35392.34,19.4,251,1012.3,0.132,0.176,0
2000-06-02,0.0,0.0,0.0,11.9,13.8,10.6,0.67,36,9.71,34725.16,31.2,227,1015.8,0.133,0.174,3
2000-06-03,0.0,0.0,0.0,11.5,15.1,7.0,0.89,2,12.19,35361.21,10.7,248,1019.2,0.132,0.172,0
2000-06-04,0.0,0.0,0.0,9.8,15.3,5.7,0.86,45,11.31,34112.38,10.0,275,1018.2,0.128,0.17,3
2000-06-05,0.0,0.0,0.0,10.2,13.2,8.3,0.88,4,11.95,35336.0,24.3,285,1015.6,0.124,0.169,1
2000-06-06,0.0,0.0,0.0,10.5,14.1,8.5,0.93,2,12.11,35325.62,20.3,253,1021.0,0.12,0.167,1
2000-06-07,0.0,0.0,0.0,11.3,15.1,8.2,0.8,4,11.84,35316.73,11.3,242,1026.2,0.116,0.165,0
2000-06-08,0.0,0.0,0.0,11.1,15.4,6.8,0.85,23,11.64,35309.65,9.2,312,1026.9,0.113,0.163,3
2000-06-09,0.0,0.0,0.0,10.2,15.3,5.8,0.92,6,11.81,35288.01,14.0,274,1024.8,0.111,0.162,3
2000-06-10,0.0,0.0,0.0,11.7,15.6,8.3,0.9,29,11.55,35257.73,13.0,217,1026.6,0.108,0.16,3
2000-06-11,1.1,1.1,6.0,12.6,14.0,11.6,0.45,71,7.45,33770.08,22.3,203,1028.5,0.119,0.159,51
2000-06-12,0.1,0.1,1.0,12.7,14.3,11.9,0.58,83,5.76,29246.17,16.6,206,1033.8,0.148,0.159,51
2000-06-13,0.6,0.6,4.0,12.2,14.1,10.7,0.45,69,6.36,31032.72,12.3,204,1036.8,0.196,0.161,51
2000-06-14,0.0,0.0,0.0,11.8,15.3,7.0,0.84,8,11.43,35161.96,8.4,219,1037.7,0.197,0.165,1
2000-06-15,0.0,0.0,0.0,10.9,16.6,5.3,0.9,6,11.45,35144.43,9.8,318,1033.8,0.183,0.166,2
2000-06-16,0.0,0.0,0.0,11.1,16.6,5.9,0.92,95,9.3,30766.85,8.4,321,1028.6,0.174,0.166,3
2000-06-17,0.0,0.0,0.0,12.3,16.7,9.2,0.87,96,7.81,23745.9,10.9,314,1028.2,0.166,0.165,3
2000-06-18,4.9,4.9,10.0,13.1,16.9,9.8,0.73,77,8.4,32112.5,8.3,210,1030.0,0.175,0.165,61
2000-06-19,1.4,1.4,4.0,13.0,15.9,10.0,0.61,83,9.45,30359.36,7.2,314,1026.3,0.248,0.184,53
2000-06-20,0.9,0.9,4.0,13.8,16.5,10.7,0.56,64,7.2,32487.85,13.0,336,1018.7,0.227,0.193,51
2000-06-21,0.0,0.0,0.0,15.2,18.8,12.1,0.96,9,10.83,35094.35,14.2,330,1014.9,0.213,0.195,1
2000-06-22,0.0,0.0,0.0,14.5,17.7,12.4,1.16,6,10.53,35095.3,21.9,330,1013.4,0.197,0.194,2
2000-06-23,0.0,0.0,0.0,12.4,15.4,10.3,0.91,31,9.36,33509.27,23.2,271,1016.1,0.185,0.192,3
2000-06-24,0.0,0.0,0.0,11.3,15.0,7.1,0.85,2,11.48,35105.27,10.8,258,1023.2,0.177,0.19,0
2000-06-25,0.0,0.0,0.0,10.8,15.0,6.4,0.72,18,10.95,35114.3,6.8,217,1026.8,0.172,0.187,2
2000-06-26,0.0,0.0,0.0,11.6,16.5,7.3,0.79,32,10.89,35126.05,8.7,323,1025.3,0.167,0.185,3
2000-06-27,0.0,0.0,0.0,11.6,16.2,7.4,0.68,87,7.75,21619.45,9.9,324,1018.1,0.164,0.184,3
2000-06-28,0.0,0.0,0.0,13.8,18.4,10.6,1.08,21,9.91,35158.13,14.8,332,1011.7,0.161,0.182,2
2000-06-29,1.5,1.5,2.0,11.2,13.2,7.6,0.81,45,10.58,35178.65,23.1,292,1007.1,0.158,0.18,55
2000-06-30,9.9,9.9,11.0,12.3,15.3,7.5,0.63,85,7.99,29801.29,31.0,236,1010.6,0.256,0.194,61
2000-07-01,0.0,0.0,0.0,13.6,14.7,12.6,0.59,79,7.14,31984.25,28.0,214,1020.9,0.229,0.208,3
2000-07-02,0.4,0.4,2.0,14.2,16.2,13.2,0.79,63,7.36,33240.3,20.0,198,1027.1,0.212,0.207,51
2000-07-03,0.1,0.1,1.0,13.9,16.2,11.9,0.72,63,6.92,35288.75,10.0,204,1028.2,0.21,0.206,51
2000-07-04,8.8,8.8,20.0,12.6,14.5,10.5,0.46,99,4.85,4767.53,7.1,213,1026.8,0.25,0.211,61
2000-07-05,0.6,0.6,3.0,12.6,15.1,10.4,0.64,36,9.41,35359.77,9.4,213,1024.4,0.243,0.224,51
2000-07-06,1.9,1.9,5.0,11.4,15.7,7.1,0.72,66,10.68,34612.73,8.2,320,1018.5,0.231,0.223,53
2000-07-07,0.7,0.7,2.0,11.9,16.3,7.4,0.8,45,10.4,32112.83,8.4,306,1014.2,0.235,0.224,51
2000-07-08,0.0,0.0,0.0,12.8,16.3,10.2,0.87,28,11.49,35484.89,12.0,264,1011.8,0.23,0.223,3
2000-07-09,0.0,0.0,0.0,11.9,17.5,7.6,1.02,20,10.59,33954.02,12.3,308,1012.4,0.217,0.221,3
2000-07-10,0.1,0.1,1.0,11.8,16.0,8.0,0.85,53,10.09,35579.99,10.7,261,1013.9,0.21,0.217,51
2000-07-11,0.0,0.0,0.0,12.1,14.9,10.0,0.7,25,9.91,35630.86,14.9,216,1016.6,0.204,0.214,3
2000-07-12,0.0,0.0,0.0,10.9,14.8,8.0,0.93,0,12.36,35683.84,9.2,241,1013.9,0.196,0.211,0
2000-07-13,0.0,0.0,0.0,10.4,14.4,6.8,0.86,4,12.05,35738.89,12.2,237,1014.1,0.188,0.207,0
2000-07-14,0.0,0.0,0.0,10.8,14.3,8.1,0.59,20,7.37,32846.98,9.4,260,1019.4,0.185,0.204,3
2000-07-15,0.0,0.0,0.0,10.8,15.7,6.5,0.91,13,11.83,35851.85,10.6,269,1020.8,0.182,0.201,2
2000-07-16,0.0,0.0,0.0,12.2,16.0,9.3,0.94,6,12.25,35876.64,13.9,223,1022.0,0.175,0.198,1
2000-07-17,0.0,0.0,0.0,13.1,15.1,11.4,0.53,47,7.25,35903.13,24.7,205,1022.6,0.178,0.196,2
2000-07-18,0.0,0.0,0.0,13.4,14.8,8.8,0.5,63,6.17,22970.94,18.1,209,1019.2,0.178,0.194,3
2000-07-19,0.6,0.6,2.0,12.5,18.0,9.2,1.11,38,10.51,29006.82,27.0,313,1009.4,0.176,0.192,51
2000-07-20,0.0,0.0,0.0,11.6,15.8,8.6,1.04,0,12.83,35992.93,15.1,301,1013.9,0.168,0.189,0
2000-07-21,0.0,0.0,0.0,11.7,15.5,9.0,1.03,0,12.86,36000.0,26.4,304,1013.2,0.158,0.186,0
2000-07-22,0.0,0.0,0.0,10.4,14.9,7.1,0.85,0,12.95,36000.0,8.7,295,1019.2,0.15,0.183,0
2000-07-23,0.0,0.0,0.0,10.8,16.4,5.2,1.02,0,12.9,36000.0,12.0,322,1019.4,0.145,0.18,0
2000-07-24,0.0,0.0,0.0,13.4,19.4,7.4,1.2,1,12.33,36000.0,20.0,342,1015.3,0.139,0.177,0
