date,precipitation_sum,rain_sum,precipitation_hours,temperature_2m_mean,temperature_2m_max,temperature_2m_min,vapour_pressure_deficit_max,cloudcover_mean,shortwave_radiation_sum,sunshine_duration,wind_speed_10m_max,wind_direction_10m_dominant,pressure_msl_mean,soil_moisture_0_to_7cm_mean,soil_moisture_7_to_28cm_mean,weathercode
2002-07-02,0.0,0.0,0.0,9.8,15.8,5.1,1.08,0,11.79,35245.54,12.5,303,1018.6,0.128,0.17,0
2002-07-03,0.0,0.0,0.0,11.4,17.2,7.2,1.41,22,11.49,35274.79,19.7,318,1009.0,0.123,0.167,2
2002-07-04,0.0,0.0,0.0,11.7,14.7,9.5,0.83,26,10.6,35306.48,28.8,288,1007.2,0.119,0.165,2
2002-07-05,0.0,0.0,0.0,14.1,18.0,11.4,1.26,25,10.99,35340.58,28.6,298,1007.3,0.114,0.162,2
2002-07-06,0.0,0.0,0.0,12.6,14.8,11.2,1.06,22,11.76,35377.05,30.4,278,1009.4,0.109,0.159,3
2002-07-07,0.0,0.0,0.0,13.4,16.7,10.5,1.06,4,11.78,35415.91,19.8,274,1018.6,0.105,0.157,1
2002-07-08,0.0,0.0,0.0,10.5,17.0,6.1,1.21,5,12.21,35457.63,10.0,291,1021.5,0.102,0.155,2
2002-07-09,0.0,0.0,0.0,12.2,18.8,6.8,1.5,5,12.0,35502.18,19.8,316,1015.3,0.099,0.152,1
2002-07-10,0.0,0.0,0.0,12.2,15.3,9.4,1.0,5,11.85,35549.45,21.0,234,1019.1,0.095,0.15,2
2002-07-11,0.0,0.0,0.0,11.1,15.4,6.6,1.01,0,12.07,35599.38,8.5,320,1021.6,0.092,0.148,0
2002-07-12,0.0,0.0,0.0,10.4,17.1,4.5,1.3,0,12.21,35651.86,9.8,265,1018.0,0.09,0.146,0
2002-07-13,0.0,0.0,0.0,11.2,17.4,4.8,1.18,0,12.2,35706.81,12.4,5,1016.8,0.088,0.144,0
2002-07-14,0.2,0.2,1.0,12.3,16.6,8.0,0.96,63,8.59,34521.28,12.1,291,1013.9,0.087,0.143,51
2002-07-15,0.0,0.0,0.0,12.6,15.6,9.0,0.81,24,9.9,35823.8,13.6,211,1021.9,0.099,0.141,2
2002-07-16,0.0,0.0,0.0,11.5,17.9,6.2,1.24,36,11.89,35867.81,9.8,297,1022.0,0.099,0.14,3
2002-07-17,0.0,0.0,0.0,11.7,15.7,9.0,1.09,30,11.04,35893.72,19.8,277,1021.0,0.095,0.138,3
2002-07-18,0.0,0.0,0.0,11.1,16.0,7.8,1.12,0,12.43,35921.12,13.5,267,1029.2,0.091,0.137,0
2002-07-19,0.0,0.0,0.0,11.5,18.1,5.7,1.34,0,12.66,35950.01,12.3,338,1029.7,0.088,0.135,0
2002-07-20,0.0,0.0,0.0,13.4,19.9,8.2,1.64,43,12.25,35980.37,20.0,320,1022.3,0.084,0.133,3
2002-07-21,0.0,0.0,0.0,12.2,15.3,9.8,0.92,1,12.45,36000.0,16.7,222,1026.7,0.081,0.132,0
2002-07-22,0.0,0.0,0.0,12.4,15.9,8.4,0.84,35,12.07,36000.0,10.1,314,1028.3,0.079,0.131,3
2002-07-23,0.0,0.0,0.0,13.1,18.7,9.0,1.39,52,11.62,36000.0,8.7,309,1022.3,0.077,0.129,3
2002-07-24,0.2,0.2,2.0,11.5,15.8,6.9,1.0,43,8.7,33627.51,17.9,239,1018.1,0.079,0.128,51
2002-07-25,0.0,0.0,0.0,10.8,13.2,9.0,0.75,8,11.65,36000.0,18.8,214,1020.5,0.083,0.127,1
2002-07-26,0.0,0.0,0.0,10.8,17.7,6.1,1.4,23,12.1,36000.0,9.7,272,1020.2,0.081,0.126,3
2002-07-27,0.0,0.0,0.0,12.2,17.4,7.1,1.16,0,13.21,36000.0,8.9,328,1026.1,0.078,0.125,0
2002-07-28,0.0,0.0,0.0,13.1,18.1,7.6,1.25,5,13.59,36000.0,12.0,1,1023.9,0.076,0.123,1
2002-07-29,0.1,0.1,1.0,12.7,17.7,6.6,0.97,59,12.61,35838.73,16.3,194,1021.6,0.082,0.122,51
2002-07-30,2.1,2.1,11.0,13.6,15.2,12.5,0.56,66,7.69,31655.23,18.7,187,1024.8,0.177,0.123,51
2002-07-31,0.0,0.0,0.0,13.8,17.4,10.6,0.85,17,13.38,36000.0,9.4,205,1023.2,0.174,0.125,3
2002-08-01,0.0,0.0,0.0,13.1,18.7,7.8,1.06,4,13.62,36000.0,10.7,359,1017.4,0.16,0.126,1
2002-08-02,0.1,0.1,1.0,14.9,20.1,10.2,1.21,32,12.68,36000.0,9.0,312,1012.6,0.15,0.125,51
2002-08-03,0.1,0.1,1.0,15.1,22.4,10.2,1.55,29,13.33,36000.0,23.9,325,1008.3,0.139,0.124,51
2002-08-04,1.4,1.4,2.0,13.6,18.6,9.0,1.3,29,13.74,36000.0,23.2,257,1014.8,0.152,0.123,53
2002-08-05,0.0,0.0,0.0,12.7,15.8,9.3,0.9,6,14.43,36000.0,10.5,329,1022.8,0.144,0.123,2
2002-08-06,0.0,0.0,0.0,14.8,21.2,10.3,1.71,62,12.59,33199.13,23.3,313,1016.9,0.133,0.122,3
2002-08-07,0.0,0.0,0.0,14.3,19.6,10.7,1.4,1,14.91,36000.0,17.1,269,1020.3,0.121,0.12,0
2002-08-08,0.0,0.0,0.0,14.2,17.4,11.3,0.82,3,13.37,36000.0,16.6,205,1024.9,0.112,0.119,1
2002-08-09,0.0,0.0,0.0,14.2,18.2,9.4,0.88,20,14.52,36000.0,12.4,19,1025.3,0.106,0.119,3
2002-08-10,0.0,0.0,0.0,15.5,22.5,9.0,1.68,16,15.19,36061.52,12.9,321,1022.4,0.1,0.117,3
2002-08-11,0.0,0.0,0.0,18.4,24.1,14.0,2.05,0,15.25,36038.83,23.2,338,1016.5,0.091,0.115,0
2002-08-12,0.2,0.2,1.0,16.0,18.5,10.6,1.26,10,11.48,32416.24,26.0,292,1009.8,0.085,0.114,51
2002-08-13,0.0,0.0,0.0,11.5,15.0,9.3,1.1,3,15.63,36000.0,24.5,259,1013.3,0.081,0.113,1
2002-08-14,0.0,0.0,0.0,11.6,14.6,8.9,0.88,22,13.84,36000.0,20.9,209,1020.7,0.079,0.112,3
2002-08-15,0.0,0.0,0.0,11.9,14.8,9.3,0.89,15,13.23,36000.0,20.2,206,1025.1,0.078,0.111,2
2002-08-16,0.0,0.0,0.0,12.6,15.8,10.4,0.86,21,13.84,36216.69,13.8,199,1025.6,0.077,0.11,2
2002-08-17,0.9,0.9,5.0,12.5,15.6,9.2,0.73,35,11.92,36000.0,11.8,187,1024.4,0.077,0.109,51
2002-08-18,1.9,1.9,5.0,12.7,15.0,10.5,0.65,50,10.59,36000.0,11.5,179,1025.9,0.111,0.109,53
2002-08-19,0.0,0.0,0.0,12.7,17.2,7.9,1.03,17,13.8,36148.91,14.4,352,1025.0,0.119,0.108,2
2002-08-20,0.0,0.0,0.0,13.6,18.5,7.2,1.16,1,16.33,36766.75,12.9,8,1023.1,0.11,0.108,0
2002-08-21,0.0,0.0,0.0,13.7,18.1,8.4,1.07,30,15.29,36706.92,14.6,77,1021.9,0.103,0.106,3
2002-08-22,0.0,0.0,0.0,14.0,18.5,9.1,0.93,47,14.92,36359.13,9.7,132,1019.1,0.097,0.106,3
2002-08-23,0.4,0.4,1.0,12.8,14.0,11.4,0.83,31,12.77,36870.57,24.9,186,1022.9,0.108,0.105,51
2002-08-24,0.0,0.0,0.0,12.0,14.7,9.1,0.86,6,16.45,37952.55,12.8,199,1030.0,0.106,0.104,1
2002-08-25,1.8,1.8,7.0,11.9,14.6,9.2,0.58,76,12.01,36447.07,12.5,188,1029.2,0.107,0.104,53
2002-08-26,3.7,3.7,10.0,12.5,16.0,10.1,0.97,63,13.82,36277.12,11.9,187,1027.8,0.135,0.103,53
2002-08-27,0.7,0.7,3.0,12.3,15.5,9.3,0.61,40,14.55,36620.81,8.6,152,1027.7,0.203,0.108,51
2002-08-28,0.0,0.0,0.0,13.7,16.8,10.9,1.0,23,14.46,37978.52,14.6,39,1027.3,0.19,0.116,2
2002-08-29,0.0,0.0,0.0,14.7,19.1,10.2,1.13,36,15.9,37914.9,18.4,26,1021.5,0.171,0.117,2
2002-08-30,0.0,0.0,0.0,15.6,20.8,11.2,1.44,6,18.27,39947.77,11.2,302,1014.9,0.155,0.117,3
2002-08-31,0.1,0.1,1.0,14.6,20.4,8.8,1.36,67,16.52,37498.98,13.1,29,1014.1,0.141,0.116,51
2002-09-01,8.3,8.3,6.0,14.5,15.5,12.9,0.53,49,9.56,23583.71,27.0,193,1013.7,0.214,0.125,63
2002-09-02,0.0,0.0,0.0,14.3,18.4,9.1,1.0,10,18.8,40391.73,19.7,18,1016.5,0.21,0.144,2
2002-09-03,1.3,1.3,3.0,19.1,23.5,14.4,1.44,56,13.45,33851.42,25.9,326,1007.4,0.187,0.146,53
2002-09-04,0.0,0.0,0.0,19.6,25.0,15.3,2.11,5,18.8,40781.57,21.4,317,1011.6,0.168,0.144,1
2002-09-05,0.0,0.0,0.0,16.7,22.5,10.0,1.55,0,19.45,40950.3,12.8,357,1015.8,0.148,0.142,0
2002-09-06,1.4,1.4,3.0,17.1,20.3,13.8,1.06,45,11.57,23774.54,14.5,335,1010.8,0.138,0.14,53
2002-09-07,0.0,0.0,0.0,18.2,23.1,14.5,1.97,0,20.09,41190.5,19.9,296,1010.2,0.13,0.137,0
2002-09-08,0.0,0.0,0.0,16.0,20.7,12.2,1.62,0,20.19,41311.91,10.8,288,1014.1,0.114,0.134,0
2002-09-09,0.0,0.0,0.0,16.3,22.3,11.0,1.88,4,20.55,41434.09,19.1,298,1010.7,0.103,0.131,1
2002-09-10,0.1,0.1,1.0,13.0,15.6,10.7,1.03,47,17.04,41556.95,21.1,199,1016.1,0.097,0.128,51
2002-09-11,0.1,0.1,1.0,12.3,15.3,9.3,0.99,20,18.99,41680.41,17.8,191,1024.5,0.117,0.127,51
2002-09-12,0.0,0.0,0.0,13.9,17.8,10.2,1.12,9,19.16,41804.39,16.3,6,1028.0,0.11,0.125,1
2002-09-13,0.0,0.0,0.0,14.4,19.6,8.3,1.3,6,21.03,41928.84,16.8,27,1027.4,0.101,0.123,2
2002-09-14,0.0,0.0,0.0,15.5,20.5,9.8,1.4,3,21.41,42053.63,17.4,35,1028.0,0.094,0.12,1
2002-09-15,0.0,0.0,0.0,16.3,21.1,10.7,1.27,3,21.37,42139.65,19.7,38,1025.5,0.087,0.118,1
2002-09-16,0.8,0.8,1.0,18.5,23.8,12.9,1.82,55,20.92,39003.86,21.1,357,1016.2,0.082,0.116,53
2002-09-17,8.3,8.3,14.0,14.8,18.4,11.2,1.0,79,5.35,12249.83,20.1,280,1008.8,0.133,0.115,61
2002-09-18,0.0,0.0,0.0,14.4,19.5,9.6,1.4,4,22.22,42261.95,31.4,282,1006.2,0.165,0.116,1
2002-09-19,0.0,0.0,0.0,15.1,18.4,12.5,1.41,0,22.59,42302.95,30.1,259,1007.2,0.141,0.115,0
2002-09-20,0.0,0.0,0.0,14.1,17.6,10.8,1.04,20,22.5,42344.11,18.5,30,1015.7,0.123,0.113,2
2002-09-21,0.0,0.0,0.0,16.0,22.6,9.0,1.59,19,22.13,42385.43,9.2,280,1012.2,0.11,0.111,2
2002-09-22,0.0,0.0,0.0,17.0,21.5,13.2,1.31,5,22.15,42426.94,17.6,41,1014.6,0.099,0.109,1
2002-09-23,0.0,0.0,0.0,16.0,19.2,10.9,0.7,46,18.76,42468.66,15.8,150,1013.4,0.092,0.108,3
2002-09-24,0.0,0.0,0.0,18.9,24.8,13.3,1.83,50,18.12,42510.62,12.3,1,1011.8,0.087,0.106,3
2002-09-25,0.0,0.0,0.0,20.9,27.2,16.4,2.52,6,23.07,42552.81,20.9,297,1011.1,0.079,0.104,1
2002-09-26,0.0,0.0,0.0,18.5,24.2,13.3,2.09,15,23.31,42595.17,10.2,340,1016.5,0.072,0.102,3
2002-09-27,0.0,0.0,0.0,16.6,21.4,10.5,1.32,23,19.14,42637.66,13.4,37,1013.3,0.068,0.1,3
2002-09-28,0.0,0.0,0.0,17.9,23.4,13.6,2.06,1,23.73,42680.32,31.4,281,1006.3,0.067,0.098,0
2002-09-29,0.2,0.2,1.0,13.5,16.6,11.4,1.14,29,20.46,42723.15,23.7,209,1017.7,0.066,0.097,51
2002-09-30,0.0,0.0,0.0,13.8,17.2,10.5,1.19,12,23.85,42766.16,16.3,189,1023.9,0.071,0.096,1
2002-10-01,0.0,0.0,0.0,14.7,20.1,8.5,1.34,0,24.58,42955.65,16.9,25,1023.7,0.068,0.094,0
2002-10-02,0.0,0.0,0.0,16.9,23.4,8.6,1.88,13,25.24,43234.58,13.2,347,1020.7,0.064,0.093,3
2002-10-03,0.0,0.0,0.0,18.8,26.1,9.8,2.43,40,25.12,43514.11,19.2,14,1016.6,0.061,0.091,2
2002-10-04,0.0,0.0,0.0,19.6,25.7,12.2,2.15,29,23.7,43240.78,17.8,38,1012.9,0.058,0.089,3
2002-10-05,0.0,0.0,0.0,20.1,25.2,16.0,1.88,23,22.78,43521.52,16.4,25,1009.8,0.057,0.088,2
2002-10-06,0.0,0.0,0.0,18.6,23.8,12.0,1.7,8,25.4,44080.27,20.0,63,1010.8,0.056,0.087,2
2002-10-07,0.2,0.2,1.0,20.0,25.6,14.3,1.74,67,19.76,36061.12,22.9,24,1008.4,0.055,0.085,51
2002-10-08,0.0,0.0,0.0,24.0,28.7,18.8,3.27,0,26.05,44369.54,26.1,307,1006.5,0.055,0.084,0
2002-10-09,0.8,0.8,5.0,16.4,17.7,15.3,0.94,64,13.78,37981.71,21.4,147,1021.8,0.056,0.083,51
2002-10-10,0.3,0.3,3.0,15.5,16.9,14.3,0.75,81,15.65,34763.29,18.5,135,1027.4,0.062,0.082,51
2002-10-11,0.3,0.3,2.0,15.2,16.7,13.6,0.92,91,10.43,19264.02,13.8,149,1026.6,0.064,0.082,51
2002-10-12,0.0,0.0,0.0,15.7,19.2,10.6,1.21,38,22.51,45136.56,17.7,69,1021.8,0.062,0.081,3
2002-10-13,2.1,2.1,5.0,18.7,23.9,14.8,1.44,56,20.4,43734.55,18.2,352,1011.0,0.073,0.08,61
2002-10-14,0.0,0.0,0.0,18.7,23.5,14.3,2.16,18,27.18,44509.18,19.8,277,1011.5,0.093,0.08,3
2002-10-15,0.0,0.0,0.0,18.7,23.4,14.4,2.05,19,26.19,45677.88,27.6,266,1013.3,0.078,0.079,3
2002-10-16,0.0,0.0,0.0,20.3,26.1,13.7,2.26,39,25.76,45750.43,14.9,346,1009.6,0.07,0.078,3
2002-10-17,0.0,0.0,0.0,18.5,22.5,14.2,1.78,29,23.68,45822.78,23.7,161,1006.8,0.064,0.077,3
2002-10-18,0.0,0.0,0.0,17.7,22.8,11.6,1.38,42,26.34,45894.86,23.4,31,1012.1,0.061,0.076,3
2002-10-19,0.0,0.0,0.0,20.0,26.7,15.3,2.51,2,27.79,45966.59,13.8,134,1008.2,0.058,0.075,0
2002-10-20,0.0,0.0,0.0,18.3,23.2,12.4,1.74,12,27.53,45715.35,19.7,100,1013.5,0.056,0.074,2
2002-10-21,0.8,0.8,4.0,17.4,18.9,16.1,0.69,72,18.12,43254.9,19.2,113,1014.2,0.067,0.074,51
2002-10-22,0.0,0.0,0.0,18.6,23.0,14.6,1.43,66,26.44,46178.75,20.9,71,1006.9,0.071,0.073,3
2002-10-23,0.0,0.0,0.0,20.6,27.1,16.1,2.53,30,27.3,43200.0,27.8,276,994.3,0.065,0.073,3
2002-10-24,0.0,0.0,0.0,16.8,21.1,12.9,1.9,7,29.21,46316.79,21.5,253,1006.5,0.061,0.072,3
2002-10-25,0.0,0.0,0.0,20.0,27.1,12.8,2.55,42,27.71,46384.52,26.3,322,1007.8,0.058,0.071,3
2002-10-26,0.0,0.0,0.0,15.5,17.2,14.3,0.86,91,11.35,18278.89,25.1,166,1015.3,0.06,0.071,3
2002-10-27,0.8,0.8,5.0,15.5,17.4,14.2,0.98,92,17.14,41166.49,24.0,163,1020.1,0.062,0.071,51
2002-10-28,0.0,0.0,0.0,16.0,18.7,14.0,1.19,59,19.94,43633.82,14.9,154,1021.6,0.063,0.07,3
2002-10-29,0.0,0.0,0.0,17.3,21.2,13.3,1.36,5,28.94,46644.7,22.9,74,1018.3,0.061,0.07,2
2002-10-30,0.0,0.0,0.0,21.0,27.8,12.9,2.6,10,29.48,46706.59,11.7,338,1013.0,0.058,0.069,3
2002-10-31,0.0,0.0,0.0,20.3,24.0,17.2,1.93,30,28.44,46767.02,19.1,124,1012.3,0.055,0.069,3
2002-11-01,0.0,0.0,0.0,18.9,22.2,16.3,1.22,31,27.31,46800.0,19.8,102,1019.1,0.056,0.068,3
2002-11-02,0.0,0.0,0.0,18.4,20.4,16.9,1.1,83,19.83,40077.65,21.6,61,1021.1,0.058,0.068,3
2002-11-03,0.0,0.0,0.0,22.5,30.9,16.2,3.09,23,28.4,46800.0,17.9,306,1011.5,0.057,0.068,3
2002-11-04,0.0,0.0,0.0,20.0,25.9,15.4,2.52,18,30.2,46800.0,27.1,241,1014.3,0.055,0.067,3
2002-11-05,0.0,0.0,0.0,17.3,21.4,13.5,1.79,5,30.67,47005.41,19.4,63,1018.7,0.054,0.067,2
2002-11-06,0.0,0.0,0.0,17.4,21.7,11.6,1.42,7,29.2,46979.47,19.8,145,1021.2,0.053,0.066,1
2002-11-07,0.0,0.0,0.0,18.8,23.4,14.0,1.72,5,30.35,47244.64,20.6,42,1022.3,0.052,0.066,2
2002-11-08,0.0,0.0,0.0,23.8,30.9,15.1,3.42,8,31.0,47218.77,12.6,315,1015.1,0.052,0.066,2
2002-11-09,0.0,0.0,0.0,22.4,29.4,17.9,2.77,20,30.12,47192.75,15.9,87,1014.5,0.052,0.065,1
2002-11-10,0.0,0.0,0.0,19.3,26.1,16.4,1.76,45,27.23,41635.15,31.4,152,1017.6,0.052,0.065,3
2002-11-11,0.0,0.0,0.0,17.8,20.2,15.9,1.08,86,16.87,27332.19,14.8,110,1022.5,0.053,0.065,3
2002-11-12,0.0,0.0,0.0,19.5,22.3,17.4,1.18,57,25.91,47408.1,23.7,48,1016.7,0.054,0.064,3
2002-11-13,0.0,0.0,0.0,19.2,23.9,17.2,1.23,89,15.61,21600.0,25.8,147,1014.7,0.053,0.064,3
2002-11-14,0.0,0.0,0.0,19.0,23.1,16.7,1.38,77,20.66,39959.6,20.1,109,1018.4,0.055,0.064,3
2002-11-15,1.9,1.9,11.0,18.1,20.0,16.9,1.0,97,12.25,18146.7,21.0,149,1022.8,0.063,0.064,51
2002-11-16,0.0,0.0,0.0,17.3,18.9,16.1,1.12,84,18.46,35730.05,16.1,129,1026.5,0.066,0.064,3
2002-11-17,0.0,0.0,0.0,18.2,21.9,14.5,1.44,45,31.04,47278.73,20.2,45,1021.8,0.062,0.064,3
2002-11-18,0.0,0.0,0.0,20.0,25.0,15.7,1.64,35,30.9,48443.28,17.6,57,1017.3,0.059,0.063,3
2002-11-19,0.0,0.0,0.0,21.0,25.4,17.0,1.47,9,30.8,48718.01,19.7,64,1016.4,0.057,0.063,2
2002-11-20,0.0,0.0,0.0,20.4,25.5,17.1,1.45,61,26.23,43755.79,26.3,140,1016.9,0.055,0.063,3
2002-11-21,0.9,0.9,7.0,18.3,19.6,16.9,0.65,98,6.11,0.0,20.0,169,1022.6,0.067,0.063,51
2002-11-22,0.0,0.0,0.0,20.5,24.5,16.8,1.33,56,21.24,41111.52,15.8,72,1019.6,0.073,0.063,3
2002-11-23,1.5,1.5,9.0,20.2,22.2,18.8,0.65,55,17.07,42145.2,15.9,122,1020.6,0.075,0.063,51
2002-11-24,0.3,0.3,1.0,23.2,28.0,17.9,1.93,22,28.16,48605.8,20.0,42,1013.9,0.074,0.063,51
2002-11-25,0.0,0.0,0.0,27.1,33.3,20.5,3.7,68,30.14,46800.0,20.1,3,1009.2,0.064,0.062,3
2002-11-26,0.2,0.2,1.0,27.7,32.5,23.7,3.53,70,25.84,48561.09,17.7,335,1006.6,0.058,0.062,51
2002-11-27,0.0,0.0,0.0,21.6,25.2,18.4,1.72,42,28.66,45467.95,26.9,171,1012.3,0.056,0.062,3
2002-11-28,0.0,0.0,0.0,19.4,21.8,17.6,1.16,84,16.96,36068.56,13.9,140,1017.8,0.059,0.062,3
2002-11-29,15.9,15.9,8.0,20.0,23.4,18.2,1.02,86,14.72,21399.75,13.5,37,1011.0,0.093,0.062,63
2002-11-30,2.8,2.8,5.0,18.5,20.3,16.2,0.93,33,24.79,49380.34,15.0,179,1006.6,0.165,0.064,61
2002-12-01,1.2,1.2,7.0,18.1,20.3,16.5,0.92,63,17.25,36326.81,24.4,189,1011.9,0.168,0.066,51
2002-12-02,0.0,0.0,0.0,19.5,23.8,14.0,1.42,25,31.22,49634.59,19.5,43,1012.5,0.146,0.068,3
2002-12-03,0.0,0.0,0.0,23.0,27.7,18.7,1.7,42,30.18,49687.28,17.2,67,1009.8,0.119,0.068,3
2002-12-04,0.0,0.0,0.0,25.3,31.6,19.6,3.81,13,29.24,49739.28,27.1,277,1002.6,0.095,0.068,2
2002-12-05,0.0,0.0,0.0,23.2,28.9,18.0,3.08,5,32.31,49790.47,26.1,267,1002.5,0.076,0.067,1
2002-12-06,0.0,0.0,0.0,17.3,20.6,14.5,1.91,29,28.71,49493.27,28.5,236,1007.5,0.067,0.067,3
2002-12-07,0.0,0.0,0.0,17.5,21.0,13.2,1.51,36,29.01,49889.96,21.1,103,1016.1,0.063,0.066,3
2002-12-08,0.0,0.0,0.0,21.4,27.1,16.1,2.21,2,32.64,49938.02,18.3,30,1011.1,0.06,0.066,1
2002-12-09,0.4,0.4,1.0,20.0,23.1,17.4,1.19,38,29.14,47046.5,25.1,153,1010.1,0.058,0.065,51
2002-12-10,24.8,24.8,22.0,16.0,17.1,15.5,0.43,100,3.12,0.0,21.4,173,1015.5,0.171,0.07,61
2002-12-11,6.7,6.7,9.0,17.4,20.3,14.9,1.08,77,20.47,32832.36,32.3,187,1014.0,0.235,0.114,55
2002-12-12,0.0,0.0,0.0,19.1,23.1,15.4,1.24,12,32.68,50116.35,24.9,88,1013.5,0.182,0.123,1
2002-12-13,0.0,0.0,0.0,21.2,26.9,17.4,2.07,19,33.06,50156.88,19.4,77,1012.7,0.147,0.12,2
2002-12-14,0.4,0.4,3.0,20.3,22.5,18.4,1.1,67,20.51,47983.52,18.1,89,1018.6,0.123,0.117,51
2002-12-15,0.0,0.0,0.0,22.2,26.3,18.6,1.28,48,28.88,48544.97,16.2,64,1018.5,0.108,0.114,3
2002-12-16,0.0,0.0,0.0,23.3,29.0,17.3,2.04,17,31.64,50270.64,17.7,133,1019.1,0.091,0.11,2
2002-12-17,0.0,0.0,0.0,21.1,23.5,19.2,0.99,76,25.87,49663.34,18.8,141,1022.6,0.08,0.107,3
2002-12-18,0.0,0.0,0.0,20.4,22.1,18.8,0.98,86,17.2,31319.18,17.3,80,1021.2,0.075,0.104,3
2002-12-19,0.0,0.0,0.0,21.1,23.3,18.6,1.33,70,17.32,38552.45,15.5,74,1019.7,0.071,0.102,3
2002-12-20,0.0,0.0,0.0,22.0,25.4,18.7,1.56,3,31.96,50400.0,21.2,46,1015.6,0.067,0.1,0
2002-12-21,0.0,0.0,0.0,22.7,26.2,19.6,1.52,2,31.43,50400.0,21.7,49,1014.2,0.063,0.097,0
2002-12-22,2.2,2.2,3.0,24.3,31.7,20.0,2.7,52,28.07,46755.03,26.1,161,1010.0,0.062,0.094,55
2002-12-23,0.1,0.1,1.0,20.4,22.8,18.6,1.28,91,18.49,31846.1,17.7,168,1015.7,0.066,0.092,51
2002-12-24,4.3,4.3,13.0,19.4,20.5,18.1,0.74,94,7.38,1022.57,11.8,133,1014.7,0.095,0.091,53
2002-12-25,2.5,2.5,9.0,19.5,22.7,16.4,1.0,62,21.07,36000.0,19.9,149,1014.9,0.119,0.09,53
2002-12-26,4.1,4.1,18.0,18.6,19.9,17.6,0.81,98,9.94,11286.77,22.4,139,1018.9,0.147,0.09,53
2002-12-27,1.5,1.5,9.0,20.3,22.8,18.2,1.07,57,20.69,41077.12,17.3,68,1020.3,0.152,0.091,51
2002-12-28,0.7,0.7,4.0,21.0,23.2,18.5,1.04,24,24.58,50400.0,16.7,72,1023.6,0.138,0.09,51
2002-12-29,0.0,0.0,0.0,21.3,24.4,17.1,1.31,24,28.75,50400.0,22.0,45,1022.0,0.119,0.089,3
2002-12-30,0.0,0.0,0.0,21.9,25.7,18.7,1.5,73,28.43,50400.0,22.9,43,1015.7,0.102,0.087,3
2002-12-31,0.0,0.0,0.0,22.2,26.5,19.0,1.49,77,29.2,50400.0,26.6,50,1009.4,0.088,0.086,3
2003-01-01,8.1,8.1,8.0,21.2,23.8,19.5,0.92,84,11.51,15753.08,12.7,17,1007.6,0.112,0.085,63
2003-01-02,0.0,0.0,0.0,20.8,23.7,17.9,1.47,24,29.87,50400.0,20.9,167,1011.9,0.144,0.085,3
2003-01-03,1.5,1.5,7.0,21.0,23.2,18.9,1.11,46,20.56,44622.99,14.7,94,1016.5,0.134,0.084,51
2003-01-04,0.4,0.4,3.0,21.7,24.9,17.8,1.38,50,21.69,49676.36,17.7,107,1018.5,0.122,0.083,51
2003-01-05,0.3,0.3,2.0,22.1,24.7,19.1,1.23,32,25.02,50400.0,20.6,65,1021.9,0.117,0.083,51
2003-01-06,0.0,0.0,0.0,22.6,25.6,20.4,1.43,17,30.14,50400.0,21.9,51,1021.1,0.102,0.081,1
2003-01-07,0.0,0.0,0.0,23.1,27.1,20.1,1.61,27,28.79,50400.0,20.8,46,1015.3,0.087,0.08,2
2003-01-08,0.8,0.8,3.0,24.0,32.6,18.0,3.35,42,23.7,40222.54,32.3,214,1007.7,0.079,0.079,51
2003-01-09,0.0,0.0,0.0,19.5,22.2,17.0,1.55,29,29.86,50400.0,24.7,180,1015.1,0.076,0.078,3
2003-01-10,0.9,0.9,7.0,20.1,22.3,18.4,1.3,75,18.94,46515.41,22.9,177,1018.6,0.076,0.077,51
2003-01-11,1.9,1.9,13.0,19.7,21.5,18.1,1.08,52,19.76,50398.14,23.8,159,1021.7,0.086,0.076,51
2003-01-12,0.3,0.3,3.0,20.2,21.7,18.6,1.26,76,19.09,46947.35,23.1,154,1023.0,0.087,0.076,51
2003-01-13,0.1,0.1,1.0,20.8,23.0,18.9,1.36,68,22.79,49592.8,14.4,126,1020.3,0.082,0.075,51
2003-01-14,0.0,0.0,0.0,20.8,24.1,17.3,1.55,78,28.41,45712.44,15.5,84,1017.4,0.074,0.074,3
2003-01-15,0.0,0.0,0.0,21.1,24.5,17.4,1.55,54,24.65,47237.75,17.1,88,1017.5,0.067,0.073,3
2003-01-16,0.0,0.0,0.0,21.7,24.7,18.2,1.61,25,28.34,50117.66,19.3,50,1017.4,0.064,0.072,3
2003-01-17,0.0,0.0,0.0,23.5,27.7,19.6,1.8,16,29.19,50060.07,24.4,43,1014.1,0.06,0.071,1
2003-01-18,1.1,1.1,3.0,27.8,35.3,21.5,4.2,34,26.63,50002.23,29.4,269,1008.9,0.058,0.071,53
2003-01-19,0.0,0.0,0.0,22.1,24.4,20.4,1.56,18,31.2,49944.27,23.1,168,1016.7,0.056,0.07,1
2003-01-20,0.0,0.0,0.0,22.1,26.0,17.9,1.6,5,31.55,49886.29,19.5,63,1018.7,0.055,0.069,1
2003-01-21,0.0,0.0,0.0,24.0,30.5,19.1,2.36,17,29.76,49828.4,21.8,100,1014.5,0.054,0.068,3
2003-01-22,0.0,0.0,0.0,21.6,23.1,20.5,1.09,91,12.42,23133.33,19.2,151,1019.3,0.055,0.068,3
2003-01-23,0.0,0.0,0.0,21.5,23.9,18.7,1.35,67,17.96,41479.32,16.3,104,1021.3,0.055,0.067,3
